User 879,0.99,1.16,0.22,0.88,1.7,1.15,3.26
User 880,0.86,1.28,1.09,1.26,2.58,1.25,3.04
User 881,0.67,1.28,0.35,0.74,1.88,1.82,2.66
User 882,0.38,1.52,0.14,0.96,1.14,1.76,3.2
User 883,0.96,2.96,0.74,0.96,2.12,1.44,2.64
User 884,0.58,1.2,2.05,0.5,2.28,1.66,2.4
User 885,1.18,1.48,0.78,1.06,2.89,1.6,2.62
User 886,0.9,1.4,2.45,0.82,1.56,1.6,2.56
User 887,0.7,1.28,0.38,0.78,1.34,1.92,3.02
User 888,0.58,1.68,0.82,0.18,1.02,1.66,3.12
User 889,1.5,2.6,1.33,0.72,2.42,1.12,2.46
User 890,0.83,1.6,0.18,0.24,0.8,1.6,2.82
User 891,0.7,1.4,0.88,0.98,2.44,1.6,2.74
User 892,1.02,1.68,0.21,0.38,2.48,1.54,2.56
User 893,0.77,1.64,2.85,1.04,1.94,1.25,2.32
User 894,0.48,1.96,0.18,0.56,1.3,1.54,2.46
User 895,0.51,1.76,0.22,0.66,1.46,2.4,2.74
User 896,0.8,0.96,0.29,0.16,1.62,2.24,3.04
User 897,1.09,0.72,1.02,1.26,3.2,1.54,2.46
User 898,1.02,1.04,0.74,0.7,1.6,2.34,3.34
User 899,0.8,1.08,0.75,0.82,1.22,1.06,3.2
User 900,0.54,1.36,1.02,0.42,1.48,1.28,2.88
